iter	Logloss
496	0.2298095779
497	0.2295349512
498	0.2291413417
499	0.2288422088
500	0.2283366418
501	0.2278920046
502	0.2275086903
503	0.2269040274
504	0.2266245642
505	0.2264554921
506	0.2259785027
507	0.225605125
508	0.2253166819
509	0.2249278657
510	0.2244318567
511	0.2240375536
512	0.2237268358
513	0.2235075063
514	0.2231174891
515	0.2226643286
516	0.2223924789
517	0.2220292894
518	0.2215780329
519	0.2212498536
520	0.2208889561
521	0.2205208713
522	0.2202040504
523	0.2198769236
524	0.2195865631
525	0.2192448631
526	0.2187883852
527	0.2184874226
528	0.2181798309
529	0.2176511242
530	0.2173526556
531	0.2171392134
532	0.2169625467
533	0.2166591424
534	0.2163647901
535	0.2160547504
536	0.2157737216
537	0.2154135448
538	0.2150726998
539	0.2146922758
540	0.214225029
541	0.2137606067
542	0.2133816313
543	0.2129776734
544	0.2126445984
545	0.2122280948
546	0.2120401599
547	0.2115624863
548	0.211310875
549	0.2110888875
550	0.210780244
551	0.2104908839
552	0.210092276
553	0.2098863707
554	0.2095906561
555	0.2092798221
556	0.2090188686
557	0.2085528962
558	0.2082678196
559	0.2080226076
560	0.2076104387
561	0.2073147136
562	0.2069928799
563	0.2065367821
564	0.2061838976
565	0.2059835392
566	0.2056745251
567	0.205319135
568	0.2050162801
569	0.2046388228
570	0.2043682901
571	0.2040299236
572	0.2038159382
573	0.2034200098
574	0.2031353928
575	0.2027669636
576	0.2024429943
577	0.201995396
578	0.2016448383
579	0.2012780234
580	0.2010328002
581	0.2007446618
582	0.2005607315
583	0.2001882856
584	0.1997399674
585	0.1993786304
586	0.1990838048
587	0.1988639862
588	0.1985206187
589	0.1982905087
590	0.1980629752
591	0.1977892722
592	0.197550517
593	0.1973080381
594	0.1969474572
595	0.196640096
596	0.1962925939
597	0.1960005393
598	0.1957902543
599	0.1955044777
600	0.1951058864
601	0.1948588596
602	0.1945234831
603	0.1943571318
604	0.1942316305
605	0.1937709431
606	0.1935837748
607	0.1932914296
608	0.1930827194
609	0.1928774841
610	0.1925866572
611	0.1922570965
612	0.1920732097
613	0.191866033
614	0.1914854236
615	0.1909430701
616	0.1906406258
617	0.1902809949
618	0.1900001128
619	0.1896100888
620	0.1892285596
621	0.1889200354
622	0.1885606853
623	0.1882120126
624	0.1879312397
625	0.1876528932
626	0.1873727111
627	0.1872278928
628	0.1869936704
629	0.1866860553
630	0.1864223593
631	0.1861443002
632	0.1857862101
633	0.1855762304
634	0.1852412016
635	0.1850153882
636	0.1847802138
637	0.1844512075
638	0.1841192977
639	0.1837845843
640	0.1834192871
641	0.1831313076
642	0.1827959548
643	0.1825018869
644	0.182267493
645	0.1820836622
646	0.1818062052
647	0.1815655365
648	0.1812307721
649	0.1809655222
650	0.1807443862
651	0.1804359216
652	0.1801269448
653	0.1798597769
654	0.1795540999
655	0.1792756205
656	0.1790647731
657	0.178871023
658	0.1785857681
659	0.1784231194
660	0.1779707614
661	0.1777453519
662	0.1774804878
663	0.1772860495
664	0.1768834508
665	0.1765483101
666	0.1762622866
667	0.1759843382
668	0.1756728675
669	0.1753940791
670	0.1751951444
671	0.1749913684
672	0.1746366984
673	0.1743454965
674	0.1740079133
675	0.1736992505
676	0.1733804149
677	0.1729460878
678	0.1727835005
679	0.1725167229
680	0.1723761047
681	0.1721694076
682	0.1718721151
683	0.171684333
684	0.1715427576
685	0.1712857873
686	0.1710623192
687	0.1708841131
688	0.1704904668
689	0.1700232388
690	0.1698348464
691	0.1695645536
692	0.1693206799
693	0.1691848901
694	0.1690287593
695	0.1688879771
696	0.1686440117
697	0.1683560977
698	0.1681579332
699	0.1679112762
700	0.1676278715
701	0.1674799088
702	0.1672521025
703	0.1669177288
704	0.1667321582
705	0.1665152979
706	0.1663514281
707	0.1661423272
708	0.1659134338
709	0.1657328489
710	0.1654313697
711	0.1652026297
712	0.1649408873
713	0.1647354725
714	0.1645086804
715	0.1642291529
716	0.1641227349
717	0.1639915226
718	0.1637676155
719	0.1635940351
720	0.1632569683
721	0.1630881465
722	0.1627970154
723	0.1624963116
724	0.1621677114
725	0.1618058175
726	0.1616591495
727	0.1613798514
728	0.1611301524
729	0.1608281625
730	0.160708802
731	0.160399286
732	0.1601028966
733	0.1599409122
734	0.1597092235
735	0.1595397487
736	0.1593037235
737	0.1590341021
738	0.1587265341
739	0.1585117997
740	0.1583994147
741	0.1581182937
742	0.1578822371
743	0.1576625166
744	0.1574326296
745	0.1571302149
746	0.1568446853
747	0.1565742046
748	0.1562745501
749	0.1560687833
750	0.1558556595
751	0.15556956
752	0.1553025918
753	0.1550230529
754	0.1547978379
755	0.154508398
756	0.1543156975
757	0.1541198823
758	0.1539130928
759	0.1536131607
760	0.1534361948
761	0.1532086298
762	0.1530361751
763	0.1528434944
764	0.1526321247
765	0.152375873
766	0.1521475905
767	0.1519679946
768	0.1517527511
769	0.1515374029
770	0.1514195815
771	0.151226253
772	0.150960056
773	0.1507303271
774	0.1506445614
775	0.1504719182
776	0.15018517
777	0.1499418066
778	0.1497519574
779	0.1495606931
780	0.1493098175
781	0.1492126708
782	0.1490085927
783	0.148894751
784	0.1486567065
785	0.1483670633
786	0.148305843
787	0.1482066924
788	0.1479747694
789	0.147742029
790	0.1476109111
791	0.147447456
792	0.1471678439
793	0.1468931106
794	0.1467591258
795	0.1465941089
796	0.1463825651
797	0.1462562729
798	0.1461077408
799	0.1458737497
800	0.1456934179
801	0.1454256242
802	0.1452426968
803	0.1449425265
804	0.1446917108
805	0.1444291879
806	0.1442654341
807	0.1440530809
808	0.1437804994
809	0.143652083
810	0.143397718
811	0.1431389362
812	0.1428916796
813	0.1426742511
814	0.1424844994
815	0.1421904706
816	0.1420598672
817	0.1417732554
818	0.1416714455
819	0.1414193387
820	0.1412095428
821	0.1410104748
822	0.1408870775
823	0.1406445147
824	0.1403949917
825	0.1401298866
826	0.139981306
827	0.1397706005
828	0.1396496984
829	0.1394249014
830	0.1392563342
831	0.1391352725
832	0.1389982421
833	0.1387678947
834	0.1385716811
835	0.1384092563
836	0.1382545768
837	0.1381081407
838	0.1378764158
839	0.1377002072
840	0.1375420312
841	0.1373079856
842	0.1370934217
843	0.1367978953
844	0.136603489
845	0.1364185859
846	0.1362169409
847	0.1360154748
848	0.1358925046
849	0.1356656174
850	0.1355059233
851	0.1352914445
852	0.1350974575
853	0.1348999613
854	0.1347792808
855	0.1346272562
856	0.1344824693
857	0.1343887376
858	0.1342727095
859	0.1340633519
860	0.133855769
861	0.1336648219
862	0.1334397464
863	0.1332624592
864	0.1330960277
865	0.1329996078
866	0.1327821593
867	0.1325849241
868	0.1324145954
869	0.1322542795
870	0.1321535416
871	0.1320712992
872	0.131875654
873	0.1317137262
874	0.1315308557
875	0.1313843778
876	0.1312090931
877	0.1310318481
878	0.1309409788
879	0.1307306208
880	0.1305711178
881	0.1303930253
882	0.130206282
883	0.1300141741
884	0.1298588198
885	0.1296094155
886	0.1294917917
887	0.1292126076
888	0.129004578
889	0.1288171574
890	0.1286393348
891	0.1283848462
892	0.1281928961
893	0.1279738851
894	0.1278030352
895	0.1275844097
896	0.1273957049
897	0.1272356378
898	0.1270211725
899	0.1269049645
900	0.1267432907
901	0.1265354306
902	0.1263249207
903	0.1261234594
904	0.1259149683
905	0.1256634541
906	0.1254653281
907	0.1252526583
908	0.1251600075
909	0.1250277313
910	0.1248760943
911	0.124705613
912	0.1244370735
913	0.1242511455
914	0.1240493554
915	0.1238800242
916	0.1237172002
917	0.1235570309
918	0.1234006787
919	0.1231862093
920	0.1230307103
921	0.1229104137
922	0.1227399068
923	0.1225878597
924	0.1224140386
925	0.1222648277
926	0.1220699392
927	0.1219480505
928	0.1217445383
929	0.1215846566
930	0.1213770833
931	0.1211995391
932	0.1210668832
933	0.1208955754
934	0.1207205747
935	0.1205258382
936	0.120337718
937	0.1202098413
938	0.1200324807
939	0.1199589035
940	0.1197983582
941	0.1197057543
942	0.1196285127
943	0.1194464665
944	0.1192565548
945	0.1190894621
946	0.1189225424
947	0.1187510126
948	0.1185573562
949	0.11839838
950	0.1182274825
951	0.1180329528
952	0.117883192
953	0.1177112652
954	0.1174968886
955	0.1172719676
956	0.1171290922
957	0.1169273008
958	0.1168256507
959	0.1166613927
960	0.1165291272
961	0.1162987468
962	0.1161969536
963	0.1160481546
964	0.1158816038
965	0.1157321445
966	0.1155894857
967	0.1154414356
968	0.1154087441
969	0.115271545
970	0.1151145228
971	0.1149839996
972	0.1148193168
973	0.1146888554
974	0.114522838
975	0.1143332813
976	0.1141699936
977	0.1139805272
978	0.1138562958
979	0.113679951
980	0.113589322
981	0.1134395424
982	0.1133202111
983	0.1132296833
984	0.1131123833
985	0.1130004256
986	0.1128045078
987	0.1126477348
988	0.1125430438
989	0.1123987261
990	0.1122399256
991	0.1120977274
992	0.1119652889
993	0.1118410639
994	0.1116542279
995	0.11150113
996	0.1113226655
997	0.1112633887
998	0.1111397459
999	0.1110028803
