iter	Logloss
316	0.3998345574
317	0.3996544326
318	0.3994615047
319	0.3992742981
320	0.3990603598
321	0.3987767517
322	0.3986493549
323	0.3983813138
324	0.3979536643
325	0.3976078511
326	0.3975231646
327	0.3971513184
328	0.3968016666
329	0.3965817137
330	0.3962465233
331	0.3960715406
332	0.3959303312
333	0.3957877759
334	0.3955816505
335	0.3951845307
336	0.3949507576
337	0.3948350785
338	0.3946973247
339	0.3945212878
340	0.3943415831
341	0.3941192336
342	0.3939453281
343	0.3937196973
344	0.39359482
345	0.3933336648
346	0.3930164476
347	0.3928775389
348	0.3927166685
349	0.3925576077
350	0.3923088137
351	0.3921059136
352	0.3918829224
353	0.3917494826
354	0.3914190172
355	0.3912751974
356	0.3909988921
357	0.3908280404
358	0.3906173031
359	0.3902216528
360	0.3900403727
361	0.3898431363
362	0.3897746192
363	0.389577975
364	0.3893080588
365	0.3892022529
366	0.3889941655
367	0.3886147414
368	0.3882936806
369	0.3879637031
370	0.3876735072
371	0.3875936818
372	0.3873073801
373	0.3870713397
374	0.3868744639
375	0.3865261534
376	0.3862621253
377	0.3859068522
378	0.3857795052
379	0.3856166419
380	0.38550011
381	0.3851802301
382	0.3849773046
383	0.384774229
384	0.3845266196
385	0.3843798072
386	0.3841343956
387	0.3840232934
388	0.3838436159
389	0.3836233905
390	0.3833196394
391	0.3830301157
392	0.3828192297
393	0.3827139834
394	0.3826140101
395	0.3824244071
396	0.382175998
397	0.381953
398	0.3818514584
399	0.3816613746
400	0.3814814672
401	0.3814398555
402	0.381297174
403	0.3809968826
404	0.3808065421
405	0.3806975508
406	0.3803551866
407	0.3802896432
408	0.3801206571
409	0.3799134017
410	0.3796951264
411	0.3796036778
412	0.3793726975
413	0.3792899014
414	0.3791912513
415	0.3788280799
416	0.3786489679
417	0.3785172165
418	0.3782263838
419	0.3780048734
420	0.3778531574
421	0.3776095334
422	0.3775180806
423	0.3773528938
424	0.3770870755
425	0.3768068792
426	0.3765650365
427	0.3762964306
428	0.3761243975
429	0.3760227915
430	0.3757967103
431	0.3755206724
432	0.3753818365
433	0.3752069552
434	0.3748705762
435	0.3745608455
436	0.3743814346
437	0.3742584152
438	0.3741140198
439	0.3739288643
440	0.3736683072
441	0.3735555169
442	0.3734597417
443	0.3733450796
444	0.373208627
445	0.3728477406
446	0.3726543926
447	0.3724349922
448	0.3722723673
449	0.3721464915
450	0.3718989391
451	0.3715248516
452	0.371269234
453	0.3711242002
454	0.3709051441
455	0.3706970644
456	0.3705180861
457	0.3704257303
458	0.3701190496
459	0.3698846132
460	0.3697606401
461	0.3695804769
462	0.3694080679
463	0.3693297976
464	0.369071531
465	0.3689073487
466	0.3686291035
467	0.3683672495
468	0.3681370363
469	0.3679583897
470	0.3676162367
471	0.3674225085
472	0.367121758
473	0.366950306
474	0.3668179231
475	0.3667097864
476	0.3665655126
477	0.3662601076
478	0.3659911068
479	0.3656982601
480	0.3653547763
481	0.3651624996
482	0.3650509177
483	0.3649448877
484	0.3647774459
485	0.3645200446
486	0.3643147524
487	0.3642304085
488	0.3640730176
489	0.3638571486
490	0.3636762834
491	0.3633440446
492	0.3630780536
493	0.36289226
494	0.3625476752
495	0.3624090092
496	0.3622340804
497	0.3620252214
498	0.3617257733
499	0.3616832995
500	0.36145129
501	0.3612948199
502	0.3611311405
503	0.3610128741
504	0.3606971966
505	0.3604827787
506	0.3603127496
507	0.3601155746
508	0.3598389063
509	0.3596502281
510	0.3594461393
511	0.3591464055
512	0.3590349358
513	0.3588360003
514	0.3584948653
515	0.3582105494
516	0.3580645293
517	0.3578704772
518	0.3576673381
519	0.3574014213
520	0.3571819429
521	0.3569479902
522	0.356783593
523	0.3566784595
524	0.3565964702
525	0.3563626514
526	0.3562105244
527	0.3559111881
528	0.3557761959
529	0.3555477269
530	0.3555163965
531	0.3553901654
532	0.3551434213
533	0.3549232958
534	0.3546343556
535	0.3542752774
536	0.3540522752
537	0.3538363916
538	0.3535636543
539	0.3532245841
540	0.3529058878
541	0.3526771075
542	0.3524518209
543	0.352193748
544	0.3520379835
545	0.3517859945
546	0.3515059086
547	0.3514514407
548	0.3512050249
549	0.3509833636
550	0.3508036365
551	0.3505230062
552	0.3504302177
553	0.3501879529
554	0.3500216102
555	0.349962915
556	0.3498144145
557	0.3496045445
558	0.3493746816
559	0.3491868946
560	0.3489517602
561	0.348864112
562	0.3485165606
563	0.3484071754
564	0.3481474416
565	0.3478169604
566	0.3474937795
567	0.3473846649
568	0.3471300969
569	0.346859054
570	0.3468212611
571	0.346534067
572	0.3462991582
573	0.3460216389
574	0.3457303683
575	0.3456147031
576	0.3453700127
577	0.3452129028
578	0.3449175541
579	0.3446035869
580	0.3444214644
581	0.3442350317
582	0.3439547607
583	0.3437365025
584	0.3436679413
585	0.3434968009
586	0.3432347474
587	0.3430310643
588	0.3428656169
589	0.3427108156
590	0.3423837677
591	0.3421497812
592	0.3421145818
593	0.3418260424
594	0.3414966558
595	0.3412039702
596	0.3409463469
597	0.3406866413
598	0.3403793529
599	0.3402870125
600	0.3400242458
601	0.3396327267
602	0.3394961334
603	0.3393189164
604	0.3391341148
605	0.3389264398
606	0.3387823759
607	0.3384818729
608	0.3383361815
609	0.3380735603
610	0.3379845337
611	0.3377735654
612	0.3375430359
613	0.3371975785
614	0.3370219042
615	0.3367711827
616	0.3365772942
617	0.3365043461
618	0.3363244966
619	0.3361227572
620	0.3360067275
621	0.3357240537
622	0.3354975744
623	0.335383912
624	0.3351353026
625	0.3349281133
626	0.3347571341
627	0.3344069087
628	0.3342258105
629	0.3340367652
630	0.3339281967
631	0.3336951195
632	0.3335409679
633	0.3333128955
634	0.3330321212
635	0.3327701921
636	0.3324617634
637	0.3321957749
638	0.3320155113
639	0.3318326324
640	0.331747509
641	0.3315599261
642	0.3314462222
643	0.3313120569
644	0.331198466
645	0.3309871695
646	0.3307462911
647	0.3305436617
648	0.3304222235
649	0.3303346122
650	0.3301005308
651	0.3299303913
652	0.3296877131
653	0.32953338
654	0.3293270325
655	0.3291624389
656	0.3289957036
657	0.3288836833
658	0.3287611033
659	0.3286226825
660	0.3283235373
661	0.3281607643
662	0.3278852767
663	0.3278009738
664	0.3275864465
665	0.3273641945
666	0.327213739
667	0.3269650343
668	0.3267744822
669	0.3265421645
670	0.3263520244
671	0.3262469193
672	0.3260331146
673	0.3259320372
674	0.3255292122
675	0.3252992055
676	0.3250273771
677	0.3247926081
678	0.3246466704
679	0.3243911561
680	0.3240943634
681	0.3238595836
682	0.3236684364
683	0.3233771548
684	0.3232746804
685	0.323157968
686	0.3229018666
687	0.3225847575
688	0.3224201156
689	0.3220443845
690	0.3218234655
691	0.3217038825
692	0.3214536439
693	0.321215143
694	0.3210331607
695	0.3208912212
696	0.3206226497
697	0.3204103061
698	0.3202030448
699	0.3198960864
700	0.3196865316
701	0.319430748
702	0.3192202298
703	0.3190922988
704	0.3188483749
705	0.31876017
706	0.3186175187
707	0.3184467132
708	0.3182985915
709	0.3181532625
710	0.3180561158
711	0.3178477703
712	0.3176297587
713	0.317391343
714	0.3171254868
715	0.3169849904
716	0.3168106048
717	0.3165175018
718	0.3164347837
719	0.3162087664
720	0.3159756396
721	0.315786286
722	0.3156432458
723	0.3154315124
724	0.3153004588
725	0.3149347185
726	0.3147775264
727	0.3145965028
728	0.3143516625
729	0.3140054924
730	0.3137364354
731	0.3135975478
732	0.313415299
733	0.3131961649
734	0.3131306216
735	0.3129316121
736	0.3127553
737	0.3126017353
738	0.3123065077
739	0.3120844025
740	0.3118547203
741	0.3116318395
742	0.3113974878
743	0.3111884213
744	0.3109239067
745	0.3107696242
746	0.3105293881
747	0.3103536935
748	0.3101161238
749	0.3098888758
750	0.3097878524
751	0.3094927014
752	0.3093859557
753	0.3092868779
754	0.3090689587
755	0.3088961302
756	0.3087791244
757	0.3086920321
758	0.3083334393
759	0.3081166963
760	0.3079361799
761	0.307706799
762	0.3075236741
763	0.3072493807
764	0.3069910351
765	0.3068176656
766	0.3066933258
767	0.306560416
768	0.3064704641
769	0.3063470132
770	0.3061756548
771	0.3059639316
772	0.3058492719
773	0.3057361939
774	0.3055357213
775	0.3053269595
776	0.3051260295
777	0.3048762271
778	0.3047205701
779	0.3046228083
780	0.3044498623
781	0.3041827499
782	0.304078777
783	0.3037875731
784	0.3035866795
785	0.3034099798
786	0.3032302199
787	0.3030012973
788	0.3029272171
789	0.3025819087
790	0.302379557
791	0.3022916838
792	0.3021615503
793	0.3020539858
794	0.3017833757
795	0.3015995841
796	0.3015027328
797	0.3013347182
798	0.3011885973
799	0.3009478134
800	0.300731915
801	0.300692086
802	0.3006780934
803	0.3005241406
804	0.3003043707
805	0.3001907572
806	0.3000258368
807	0.2998771858
808	0.2997901748
809	0.2996504095
810	0.2994754245
811	0.2992725256
812	0.2992584704
813	0.2991450246
814	0.2989636156
815	0.298772496
816	0.2984823818
817	0.2982945469
818	0.298135884
819	0.2979855089
820	0.2978752895
821	0.2977380311
822	0.2975575562
823	0.2973888928
824	0.2972838536
825	0.2971440308
826	0.2969421354
827	0.2966657956
828	0.2965363811
829	0.2963684443
830	0.2962007823
831	0.2960258451
832	0.2958671373
833	0.2956871385
834	0.2955707695
835	0.2953750215
836	0.2952862797
837	0.2949813745
838	0.2947617888
839	0.294645086
840	0.2945176338
841	0.2943704668
842	0.2941934296
843	0.2940340822
844	0.2938514914
845	0.2936417585
846	0.2934591839
847	0.2933381564
848	0.2932826848
849	0.2930984067
850	0.2929043942
851	0.2926921128
852	0.292571334
853	0.2924890757
854	0.2923146771
855	0.2921631292
856	0.2919750737
857	0.2919001817
858	0.2918151421
859	0.2915536821
860	0.2913231
861	0.2910961808
862	0.2909291811
863	0.2907999761
864	0.2906344586
865	0.2904411999
866	0.2902269218
867	0.2901268014
868	0.2898854957
869	0.2897162717
870	0.2895240405
871	0.2893995632
872	0.2892317883
873	0.289047345
874	0.2886733326
875	0.2885222128
876	0.2883681097
877	0.2883039873
878	0.2881680006
879	0.2880360014
880	0.287889437
881	0.2877204845
882	0.2876346343
883	0.2875063956
884	0.2874908492
885	0.2873296852
886	0.2871792504
887	0.2870317139
888	0.286889799
889	0.2867265559
890	0.286568346
891	0.2864345351
892	0.286304167
893	0.2860703207
894	0.2858747632
895	0.2857301238
896	0.2855732737
897	0.2854584961
898	0.2852616538
899	0.2851276631
900	0.2849372705
901	0.2846756762
902	0.2844335134
903	0.2842739957
904	0.2840573469
905	0.2839535597
906	0.283839366
907	0.2837299099
908	0.283510868
909	0.2833854885
910	0.2832188847
911	0.28307907
912	0.282937317
913	0.2828585001
914	0.2826327216
915	0.2825637176
916	0.2823000256
917	0.2820599486
918	0.2818909911
919	0.2817673224
920	0.2815713614
921	0.2813845415
922	0.2812285597
923	0.2810621151
924	0.2808271576
925	0.2806505044
926	0.2805199319
927	0.2803648656
928	0.280197822
929	0.2801091923
930	0.2799952705
931	0.2799266257
932	0.2797855206
933	0.2796995614
934	0.2795339557
935	0.279258976
936	0.2790636832
937	0.2788563819
938	0.2786777266
939	0.2784510699
940	0.278214096
941	0.2779968433
942	0.2779307983
943	0.2778145697
944	0.2776437083
945	0.2774402573
946	0.2772260974
947	0.2770322215
948	0.2768289095
949	0.276752812
950	0.2765982587
951	0.2763573741
952	0.2761757807
953	0.2758910969
954	0.2757570773
955	0.2755467687
956	0.2753865043
957	0.2752262855
958	0.2750344192
959	0.2748675775
960	0.2747273497
961	0.2746420954
962	0.2744743476
963	0.2742145497
964	0.2740333121
965	0.2738718911
966	0.2737033076
967	0.2735491444
968	0.2733668806
969	0.2732979481
970	0.2730765615
971	0.2729377447
972	0.2728295711
973	0.2727207471
974	0.2724876863
975	0.2724288207
976	0.2723289105
977	0.2721069359
978	0.2719668109
979	0.271729495
980	0.2715964981
981	0.2715055901
982	0.2713114855
983	0.2710927919
984	0.2708887581
985	0.2707201048
986	0.270588368
987	0.2703967553
988	0.2702870575
989	0.2701633106
990	0.2700631958
991	0.2698399092
992	0.2696815212
993	0.2695289488
994	0.2693517589
995	0.2691588902
996	0.268975265
997	0.2688297786
998	0.2686489863
999	0.2686056795
